DATE,MONTH,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_mean,ROMA_temp_min,ROMA_temp_max
20030131,1,6,0.89,0.9976,0.58,2.5,4.2,0.6,7.8
20030201,2,4,0.65,1.0038,0.98,6.6,6.5,3.0,10.0
20030202,2,1,0.5,1.0128,1.17,8.7,2.9,-0.8,6.6
20030203,2,3,0.6,1.0137,0.64,2.9,3.3,-2.6,9.2
20030204,2,8,0.84,0.9949,0.22,0.0,8.0,4.0,12.0
20030205,2,6,0.7,0.9934,0.96,5.9,4.6,1.2,8.0
20030206,2,3,0.63,1.0078,0.88,5.0,4.0,-1.0,9.0
20030207,2,1,0.5,1.0213,1.25,9.0,3.6,-2.4,9.6
20030208,2,1,0.59,1.0228,1.3,9.4,3.6,-3.2,10.4
20030209,2,6,0.87,1.0179,0.65,2.6,4.5,1.2,7.8
20030210,2,0,0.71,1.0175,1.33,9.5,4.5,-1.2,10.2
20030211,2,2,0.71,1.0186,1.31,9.2,4.1,-1.2,9.4
20030212,2,1,0.62,1.0183,1.34,9.4,4.7,0.4,9.0
20030213,2,4,0.73,1.0183,0.97,5.3,3.6,-1.0,8.2
20030214,2,6,0.66,1.0185,0.55,1.6,4.4,1.4,7.4
20030215,2,2,0.7,1.0204,1.39,9.5,4.8,-1.0,10.6
20030216,2,3,0.77,1.0193,1.12,6.5,4.7,-0.8,10.2
20030217,2,3,0.53,1.0188,1.37,9.0,7.5,1.4,13.6
20030218,2,2,0.57,1.0151,1.25,7.6,4.9,-0.2,10.0
20030219,2,1,0.62,1.0142,1.47,9.8,4.5,-1.0,10.0
20030220,2,2,0.76,1.0148,1.47,9.6,4.8,-1.8,11.4
20030221,2,2,0.68,1.0193,1.47,9.5,6.6,0.0,13.2
20030222,2,5,0.77,1.0248,1.02,5.0,7.9,3.2,12.6
20030223,2,1,0.74,1.0308,0.28,0.0,6.5,1.0,12.0
20030224,2,0,0.72,1.0302,1.54,9.8,5.9,0.0,11.8
20030225,2,1,0.68,1.026,1.53,9.6,6.4,-0.4,13.2
20030226,2,1,0.53,1.0242,1.53,9.4,6.9,0.4,13.4
20030227,2,4,0.49,1.0218,1.16,5.8,8.5,2.8,14.2
20030228,2,3,0.74,1.0259,0.3,0.0,10.6,4.8,16.4
20030301,3,6,0.87,1.0266,0.62,1.2,10.0,5.6,14.4
20030302,3,8,0.93,1.0189,0.16,0.0,11.2,10.0,12.4
20030303,3,5,0.82,1.0085,0.73,2.9,9.4,6.8,12.0
20030304,3,1,0.61,1.0155,1.83,9.7,11.8,6.2,17.4
20030305,3,1,0.68,1.0211,1.75,10.2,10.4,4.8,16.0
20030306,3,4,0.73,1.0187,1.79,8.5,9.7,3.8,15.6
20030307,3,5,0.73,1.0165,1.37,5.0,12.0,7.6,16.4
20030308,3,1,0.73,1.021,1.82,8.5,10.6,4.6,16.6
20030309,3,2,0.81,1.0235,1.71,8.8,10.3,4.4,16.2
20030310,3,2,0.74,1.0257,1.76,7.5,11.4,4.8,18.0
20030311,3,3,0.64,1.0273,1.74,8.0,12.7,5.0,20.4
20030312,3,2,0.78,1.0249,1.92,8.4,11.7,5.4,18.0
20030313,3,2,0.71,1.0176,1.83,8.2,11.1,5.0,17.2
20030314,3,3,0.42,1.0192,1.53,7.6,9.4,4.8,14.0
20030315,3,3,0.41,1.0238,1.9,9.4,6.6,1.8,11.4
20030316,3,2,0.56,1.0237,2.09,10.0,7.0,2.0,12.0
20030317,3,1,0.39,1.0218,2.12,9.8,8.8,3.0,14.6
20030318,3,1,0.51,1.0212,2.12,10.7,9.8,1.8,17.8
20030319,3,1,0.64,1.0212,1.99,10.8,9.1,3.0,15.2
20030320,3,2,0.71,1.0203,1.9,8.4,9.9,4.4,15.4
20030321,3,1,0.72,1.0193,2.03,9.4,10.3,3.4,17.2
20030322,3,4,0.75,1.0207,1.37,4.7,10.0,4.6,15.4
20030323,3,1,0.56,1.0235,2.22,11.0,8.9,3.6,14.2
20030324,3,0,0.56,1.0275,2.25,10.4,9.8,2.0,17.6
20030325,3,0,0.62,1.024,2.24,10.5,10.9,3.2,18.6
20030326,3,1,0.68,1.0207,2.2,10.5,11.7,5.4,18.0
20030327,3,2,0.64,1.0214,2.17,10.5,11.8,4.4,19.2
20030328,3,4,0.62,1.0183,2.16,9.5,11.1,3.8,18.4
20030329,3,5,0.62,1.0151,2.07,9.5,12.6,6.6,18.6
20030330,3,3,0.64,1.0158,2.11,9.3,12.6,6.0,19.2
20030331,3,5,0.8,1.0144,1.73,6.8,12.7,8.4,19.0
20030401,4,1,0.69,1.0169,2.09,9.0,14.2,7.0,21.4
20030402,4,5,0.84,1.0078,1.45,5.0,12.7,8.0,17.4
20030403,4,6,0.73,1.0006,1.78,4.8,13.5,9.2,17.8
20030404,4,3,0.59,1.0059,1.84,7.2,14.7,8.4,21.0
20030405,4,0,0.42,1.0078,2.45,11.4,13.1,7.4,18.8
20030406,4,4,0.64,1.0055,2.06,8.9,11.4,5.8,17.0
20030407,4,4,0.4,1.0093,2.63,10.6,7.0,3.8,10.2
20030408,4,1,0.46,1.0207,2.63,11.9,5.0,-1.0,11.0
20030409,4,5,0.55,1.0168,1.06,1.7,6.7,2.6,10.8
20030410,4,7,0.91,1.0071,0.69,0.0,11.5,7.8,15.2
20030411,4,5,0.78,1.0137,1.74,7.4,11.9,7.8,16.0
20030412,4,6,0.76,1.0162,1.77,5.0,14.1,10.0,18.2
20030413,4,2,0.68,1.0177,2.6,10.7,13.8,7.8,19.8
20030414,4,1,0.64,1.0171,2.58,10.9,13.8,7.8,19.8
20030415,4,2,0.61,1.0174,2.43,10.5,14.8,8.8,20.8
20030416,4,4,0.57,1.0173,2.4,9.2,15.3,9.8,20.8
20030417,4,3,0.52,1.0156,2.2,8.3,16.9,9.8,24.0
20030418,4,3,0.42,1.0128,2.31,10.0,16.3,11.0,21.6
20030419,4,2,0.54,1.0125,2.61,10.5,14.7,8.4,21.0
20030420,4,7,0.63,1.015,1.39,2.3,14.5,11.2,17.8
20030421,4,6,0.85,1.0125,1.99,9.0,14.3,11.2,17.4
20030422,4,2,0.7,1.0104,2.61,11.6,14.7,9.2,20.2
20030423,4,2,0.73,1.0112,2.57,10.8,14.7,9.0,20.4
20030424,4,1,0.7,1.0153,2.65,11.8,15.8,10.0,21.6
20030425,4,3,0.72,1.0194,2.49,10.0,16.0,10.0,22.0
20030426,4,3,0.62,1.0197,2.49,9.1,16.0,10.0,22.0
20030427,4,4,0.6,1.0158,2.06,7.4,17.8,13.8,21.8
20030428,4,2,0.71,1.0189,2.76,11.8,16.8,11.6,22.0
20030429,4,2,0.66,1.0208,2.77,12.0,17.5,10.6,24.4
20030430,4,4,0.47,1.0216,2.26,6.0,20.7,13.2,28.2
20030501,5,5,0.39,1.0211,1.56,0.6,20.0,16.2,23.8
20030502,5,5,0.48,1.0193,2.6,10.5,20.4,13.0,27.8
20030503,5,2,0.63,1.0179,2.7,10.9,20.1,13.8,26.4
20030504,5,1,0.6,1.0201,2.81,11.7,20.1,14.0,26.2
20030505,5,0,0.56,1.0177,2.81,12.0,21.5,14.0,29.0
20030506,5,3,0.45,1.0163,2.66,11.3,23.2,15.0,31.4
20030507,5,4,0.5,1.019,2.11,7.7,23.8,16.6,31.0
20030508,5,5,0.63,1.0197,1.48,2.8,23.1,17.2,29.0
20030509,5,6,0.6,1.0167,1.74,3.7,23.0,16.8,29.2
20030510,5,6,0.58,1.016,1.23,0.5,21.4,15.8,27.0
20030511,5,4,0.64,1.0163,2.53,10.5,22.9,17.4,28.4
20030512,5,1,0.55,1.0157,2.79,12.1,21.3,14.6,28.0
20030513,5,1,0.69,1.0145,2.87,12.2,20.4,15.0,25.8
20030514,5,1,0.74,1.0125,2.87,12.2,19.3,13.4,25.2
20030515,5,3,0.7,1.0144,2.06,8.0,19.5,15.0,24.0
20030516,5,4,0.69,1.0156,1.76,6.5,18.4,13.8,23.0
20030517,5,4,0.76,1.0163,2.35,7.5,18.2,13.2,23.2
20030518,5,5,0.75,1.0184,2.56,9.0,18.2,13.0,23.4
20030519,5,2,0.65,1.0197,2.92,12.8,20.5,13.8,27.2
20030520,5,3,0.67,1.0169,2.3,10.2,19.6,15.4,23.8
20030521,5,3,0.57,1.0161,2.59,10.2,18.1,14.2,22.0
20030522,5,1,0.37,1.0182,3.12,12.3,17.6,10.8,24.4
20030523,5,1,0.34,1.0146,3.1,12.5,19.4,12.0,26.8
20030524,5,0,0.5,1.0113,3.01,12.7,19.7,13.0,26.4
20030525,5,1,0.52,1.0115,3.03,12.6,20.3,14.2,26.4
20030526,5,5,0.66,1.0141,1.78,4.0,20.5,14.8,26.2
20030527,5,6,0.75,1.0142,1.57,0.8,21.0,16.2,25.8
20030528,5,2,0.74,1.0111,2.18,9.2,21.2,14.8,27.6
20030529,5,3,0.62,1.009,2.97,12.0,23.6,16.8,30.4
20030530,5,4,0.73,1.0114,2.41,9.0,22.7,17.6,27.8
20030531,5,5,0.72,1.0128,2.11,5.5,22.2,17.4,27.0
20030601,6,3,0.68,1.0122,2.87,10.9,21.9,16.0,27.8
20030602,6,3,0.66,1.0121,2.58,10.3,21.8,16.2,27.4
20030603,6,5,0.67,1.0142,2.51,9.6,23.2,17.2,29.2
20030604,6,2,0.67,1.0169,2.84,12.2,23.5,17.2,29.8
20030605,6,4,0.62,1.0197,2.9,12.0,24.4,20.0,28.8
20030606,6,3,0.67,1.0192,2.72,9.7,24.8,19.6,30.0
20030607,6,2,0.7,1.0169,2.58,10.5,24.3,19.0,29.6
20030608,6,3,0.73,1.0159,2.81,11.1,24.7,19.4,30.0
20030609,6,3,0.58,1.016,2.77,10.4,26.1,19.4,32.8
20030610,6,2,0.48,1.0162,2.92,12.5,26.7,19.6,33.8
20030611,6,1,0.44,1.0168,2.96,12.2,27.3,21.0,33.6
20030612,6,1,0.38,1.0173,2.78,12.2,27.9,21.4,34.4
20030613,6,3,0.56,1.0169,2.69,11.1,28.0,21.4,34.6
20030614,6,3,0.52,1.0153,2.68,9.5,29.0,23.0,35.0
20030615,6,2,0.54,1.0122,2.9,12.4,28.7,22.0,35.4
20030616,6,2,0.64,1.0087,2.86,10.9,27.2,21.0,33.4
20030617,6,2,0.69,1.0101,2.73,10.9,26.3,21.8,30.8
20030618,6,4,0.78,1.0128,2.08,6.8,25.1,20.2,30.0
20030619,6,2,0.57,1.014,2.95,11.0,26.2,19.6,32.8
20030620,6,1,0.43,1.0146,2.91,12.5,26.1,18.8,33.4
20030621,6,0,0.53,1.012,3.08,13.2,26.3,19.6,33.0
20030622,6,0,0.52,1.0134,3.11,12.2,25.9,19.4,32.4
20030623,6,2,0.5,1.0171,2.99,12.5,26.2,19.4,33.0
20030624,6,0,0.37,1.0187,3.12,12.8,26.6,19.0,34.2
20030625,6,1,0.5,1.0166,2.89,12.0,27.6,20.8,34.4
20030626,6,1,0.61,1.0129,2.85,12.0,28.2,21.4,35.0
20030627,6,2,0.63,1.0102,2.94,11.8,26.6,20.2,33.0
20030628,6,2,0.72,1.0108,2.86,12.1,28.0,22.0,34.0
20030629,6,2,0.68,1.0106,2.81,12.3,27.6,23.2,32.0
20030630,6,1,0.65,1.0112,2.98,12.0,27.6,21.2,34.0
20030701,7,1,0.6,1.0083,2.99,12.4,27.2,21.0,33.4
20030702,7,1,0.58,1.0084,2.8,12.0,26.5,23.0,30.0
20030703,7,1,0.56,1.0125,3.07,13.0,25.5,21.0,30.0
20030704,7,2,0.66,1.0125,2.94,11.6,24.7,20.8,28.6
20030705,7,2,0.62,1.0119,2.93,12.4,23.6,17.8,29.4
20030706,7,1,0.67,1.0151,2.91,12.3,24.3,19.4,29.2
20030707,7,2,0.56,1.0169,2.98,12.4,25.0,18.6,31.4
20030708,7,1,0.5,1.0156,2.94,12.5,25.8,18.8,32.8
20030709,7,2,0.53,1.0147,2.96,12.4,25.2,19.4,31.0
20030710,7,3,0.64,1.0146,2.71,10.8,24.9,19.6,30.2
20030711,7,1,0.68,1.0154,2.91,12.7,25.5,20.0,31.0
20030712,7,1,0.66,1.0163,2.86,12.2,26.4,20.6,32.2
20030713,7,0,0.59,1.0146,2.94,12.4,25.8,19.6,32.0
20030714,7,1,0.57,1.0117,2.84,12.5,26.1,19.8,32.4
20030715,7,1,0.64,1.0127,2.83,12.2,27.8,22.8,32.8
20030716,7,2,0.5,1.014,2.48,8.3,27.7,21.6,33.8
20030717,7,1,0.59,1.0152,2.74,11.7,28.9,23.8,34.0
20030718,7,2,0.49,1.0159,2.53,12.0,27.2,20.8,33.6
20030719,7,0,0.51,1.0155,2.78,12.2,27.3,21.2,33.4
20030720,7,0,0.5,1.0153,2.92,13.8,26.9,20.8,33.0
20030721,7,0,0.52,1.0174,2.81,12.3,27.8,21.6,34.0
20030722,7,1,0.45,1.019,2.69,11.8,29.1,21.6,36.6
20030723,7,0,0.49,1.0161,2.67,11.4,28.7,22.8,34.6
20030724,7,2,0.74,1.0126,2.45,10.1,29.5,24.6,34.4
20030725,7,1,0.6,1.0126,2.75,11.8,28.1,22.8,33.4
20030726,7,1,0.56,1.0136,2.79,12.5,27.2,20.6,33.8
20030727,7,0,0.63,1.0142,2.69,12.5,27.7,20.6,34.8
20030728,7,1,0.63,1.0144,2.67,12.2,28.1,22.6,33.6
20030729,7,3,0.69,1.0134,2.28,11.6,27.6,22.6,32.6
20030730,7,1,0.61,1.0123,2.42,11.4,26.9,21.8,32.0
20030731,7,4,0.65,1.0087,1.81,7.6,24.9,19.4,30.4
20030801,8,5,0.77,1.0083,0.8,0.6,22.1,17.8,26.4
20030802,8,3,0.6,1.0122,1.98,9.1,26.7,20.8,32.6
20030803,8,2,0.53,1.0161,2.5,12.0,27.8,20.6,35.0
20030804,8,1,0.55,1.0184,2.53,11.2,28.3,21.4,35.2
20030805,8,1,0.41,1.0181,2.72,12.0,29.5,21.4,37.6
20030806,8,2,0.42,1.0171,2.38,9.5,29.8,22.0,37.6
20030807,8,2,0.47,1.0158,2.5,10.4,30.3,23.2,37.4
20030808,8,1,0.53,1.0153,2.48,11.5,28.8,22.0,35.6
20030809,8,2,0.45,1.0152,2.52,11.3,28.9,21.2,36.6
20030810,8,2,0.45,1.0143,2.61,11.3,28.8,20.6,37.0
20030811,8,2,0.49,1.0158,2.45,10.5,28.9,22.4,35.4
20030812,8,3,0.46,1.0192,2.49,10.4,29.7,22.0,37.4
20030813,8,3,0.52,1.0191,2.3,9.0,29.6,23.0,36.2
20030814,8,1,0.69,1.0164,2.44,11.3,28.8,23.2,34.4
20030815,8,3,0.65,1.0134,2.3,9.1,27.6,22.2,33.0
20030816,8,1,0.6,1.014,2.36,11.3,28.2,22.4,34.0
20030817,8,0,0.39,1.017,2.5,11.6,28.2,20.2,36.2
20030818,8,2,0.42,1.0188,2.21,10.0,29.1,21.0,37.2
20030819,8,3,0.52,1.0171,1.33,5.4,28.4,22.2,34.6
20030820,8,0,0.56,1.014,2.45,11.4,28.4,21.2,35.6
20030821,8,1,0.53,1.0135,2.48,11.5,28.6,21.6,35.6
20030822,8,1,0.64,1.0157,2.41,10.3,28.0,22.4,33.6
20030823,8,2,0.68,1.0165,2.38,10.8,28.7,23.4,34.0
20030824,8,1,0.6,1.0137,2.42,11.3,27.7,21.4,34.0
20030825,8,5,0.69,1.0094,1.37,4.2,25.3,18.6,32.0
20030826,8,5,0.75,1.0091,2.01,9.0,24.2,19.0,29.4
20030827,8,1,0.68,1.0106,2.45,12.0,25.2,18.6,31.8
20030828,8,2,0.77,1.0123,2.28,11.4,28.0,22.8,33.2
20030829,8,4,0.61,1.0108,1.86,3.5,28.1,23.6,32.6
20030830,8,2,0.72,1.0131,2.15,11.3,27.5,24.2,30.8
20030831,8,2,0.72,1.0129,2.25,11.2,27.1,23.2,31.0
20030901,9,3,0.73,1.0125,1.97,9.0,25.9,22.0,29.8
20030902,9,3,0.71,1.0138,2.23,11.2,24.8,20.0,29.6
20030903,9,5,0.8,1.018,0.96,2.1,20.5,16.0,25.0
20030904,9,1,0.53,1.0236,2.24,11.5,20.1,13.0,27.2
20030905,9,5,0.68,1.0228,1.72,7.3,21.1,14.8,27.4
20030906,9,5,0.67,1.0182,1.36,4.7,22.4,18.0,26.8
20030907,9,3,0.62,1.0154,2.17,11.2,22.7,16.2,29.2
20030908,9,5,0.86,1.0072,1.31,4.5,21.1,17.2,25.0
20030909,9,5,0.82,1.0041,0.67,0.8,20.4,16.0,24.8
20030910,9,5,0.83,1.0069,1.4,5.2,20.6,16.0,25.2
20030911,9,1,0.76,1.0118,1.87,9.0,21.3,15.2,27.4
20030912,9,1,0.66,1.0152,2.04,10.6,22.2,16.4,28.0
20030913,9,2,0.52,1.0184,2.0,10.4,20.0,14.0,26.0
20030914,9,4,0.58,1.0176,1.33,5.0,19.8,14.4,25.2
20030915,9,2,0.59,1.0198,2.06,11.1,19.6,13.0,26.2
20030916,9,0,0.55,1.02,2.04,11.1,20.0,12.6,27.4
20030917,9,1,0.7,1.021,2.0,10.8,20.8,15.2,26.4
20030918,9,1,0.74,1.0217,1.94,10.4,21.1,15.0,27.2
20030919,9,0,0.72,1.0222,1.97,10.8,21.7,15.0,28.4
20030920,9,0,0.63,1.024,1.89,10.2,22.1,15.2,29.0
20030921,9,0,0.67,1.0231,1.93,10.7,21.8,15.0,28.6
20030922,9,1,0.74,1.0197,1.85,10.1,22.0,17.0,27.0
20030923,9,2,0.75,1.0172,0.64,1.0,21.7,16.8,26.6
20030924,9,5,0.87,1.0179,1.24,5.0,21.5,18.0,25.0
20030925,9,4,0.82,1.0209,1.28,5.4,20.8,16.0,25.6
20030926,9,1,0.62,1.021,1.84,10.5,20.0,14.0,26.0
20030927,9,2,0.72,1.0194,1.69,9.2,19.3,12.0,26.6
20030928,9,7,0.89,1.0147,0.72,1.6,19.9,16.8,23.0
20030929,9,5,0.85,1.0105,1.46,7.3,20.3,16.6,24.0
20030930,9,3,0.82,1.0143,1.68,9.5,20.3,15.2,25.4
20031001,10,6,0.77,1.0156,0.94,3.2,20.4,15.4,25.4
20031002,10,6,0.77,1.0157,1.1,4.5,21.8,16.6,27.0
20031003,10,3,0.86,1.0143,1.55,8.6,22.2,17.4,27.0
20031004,10,5,0.86,1.0108,1.17,5.2,21.1,17.4,24.8
20031005,10,7,0.8,1.0061,0.46,0.4,18.0,15.8,20.2
20031006,10,2,0.63,1.0139,1.7,10.5,15.7,10.2,21.2
20031007,10,6,0.76,1.0156,1.25,6.2,17.4,13.6,21.2
20031008,10,4,0.58,1.0083,1.47,8.4,16.0,11.2,20.8
20031009,10,4,0.68,1.0144,1.42,8.0,15.4,9.0,21.8
20031010,10,1,0.81,1.0204,1.56,9.6,17.6,11.6,23.6
20031011,10,3,0.88,1.0232,1.29,7.0,17.7,12.0,23.4
20031012,10,2,0.83,1.022,1.52,9.5,18.3,12.4,24.2
20031013,10,3,0.85,1.0192,1.08,5.2,17.8,12.2,23.4
20031014,10,5,0.8,1.0175,1.25,6.9,18.6,13.6,23.6
20031015,10,6,0.66,1.0154,0.62,1.6,18.4,14.4,22.4
20031016,10,2,0.65,1.0163,1.33,8.0,16.8,11.6,22.0
20031017,10,6,0.59,1.0181,0.55,1.2,14.4,11.0,17.8
20031018,10,6,0.74,1.0108,0.81,3.2,15.4,10.8,20.0
20031019,10,4,0.89,1.008,1.08,5.8,16.2,11.2,21.2
20031020,10,6,0.93,1.0063,0.5,1.0,17.7,14.0,21.4
20031021,10,6,0.9,1.0085,0.62,1.9,19.2,17.4,21.0
20031022,10,8,0.98,1.0089,0.27,0.0,16.2,14.0,18.4
20031023,10,5,0.86,1.005,0.48,1.0,15.6,12.2,19.0
20031024,10,5,0.74,1.0083,0.96,5.0,14.0,10.2,17.8
20031025,10,2,0.83,1.0169,1.3,8.8,12.9,7.4,18.4
20031026,10,5,0.84,1.0154,0.95,5.1,12.3,6.4,18.2
20031027,10,6,0.88,1.0106,1.31,9.2,13.9,8.8,19.0
20031028,10,5,0.92,1.0178,0.41,0.7,10.6,6.6,14.6
20031029,10,6,0.95,1.0101,0.47,1.1,14.6,11.0,18.2
20031030,10,5,0.83,1.0018,0.76,3.6,13.6,10.0,17.2
20031031,10,6,0.85,1.0041,0.58,2.0,15.5,12.8,18.2
20031101,11,7,0.92,0.9999,0.24,0.0,17.6,14.8,20.4
20031102,11,4,0.87,1.0088,0.99,7.3,15.2,11.2,19.2
20031103,11,1,0.86,1.0197,1.26,8.4,13.9,8.6,19.2
20031104,11,2,0.86,1.0229,1.15,9.0,13.2,8.6,17.8
20031105,11,1,0.77,1.024,1.22,8.7,14.6,8.0,21.2
20031106,11,4,0.85,1.022,0.93,5.2,13.6,7.8,19.4
20031107,11,7,0.7,1.0186,0.68,2.3,14.9,11.6,18.2
20031108,11,6,0.88,1.0209,0.52,0.8,16.8,13.6,20.0
20031109,11,2,0.84,1.0225,1.11,8.5,15.9,10.6,21.2
20031110,11,3,0.91,1.0183,1.05,8.7,14.6,8.6,20.6
20031111,11,5,0.88,1.0194,0.48,1.0,11.6,8.6,14.6
20031112,11,8,0.94,1.0218,0.26,0.6,11.1,9.2,13.0
20031113,11,6,0.92,1.023,0.76,2.8,13.7,11.0,16.4
20031114,11,4,0.88,1.0243,0.92,6.5,13.5,9.2,17.8
20031115,11,7,0.93,1.022,0.14,0.0,12.0,8.6,15.4
20031116,11,6,0.83,1.0196,0.56,2.6,14.6,11.0,18.2
20031117,11,5,0.87,1.0215,0.69,4.2,16.8,13.0,20.6
20031118,11,2,0.93,1.0249,0.95,7.4,15.8,11.0,20.6
20031119,11,1,0.94,1.0254,0.85,9.2,14.4,9.0,19.8
20031120,11,4,0.97,1.023,0.51,1.4,13.5,9.0,18.0
20031121,11,6,0.95,1.0188,0.39,0.0,14.2,10.8,17.6
20031122,11,3,0.87,1.0179,0.71,5.4,15.4,11.0,19.8
20031123,11,4,0.92,1.0172,0.79,6.3,15.1,11.0,19.2
20031124,11,5,0.89,1.0136,0.41,2.3,15.8,12.6,19.0
20031125,11,4,0.91,1.0123,0.82,7.0,15.6,10.8,20.4
20031126,11,7,0.96,1.0057,0.33,0.7,15.7,14.0,17.4
20031127,11,7,0.96,1.0056,0.4,1.7,14.0,11.0,17.0
20031128,11,7,0.91,1.0025,0.32,0.7,11.6,9.8,13.4
20031129,11,5,0.92,1.0103,0.81,5.7,10.0,6.2,13.8
20031130,11,2,0.94,1.0167,0.68,4.4,7.5,3.0,12.0
20031201,12,5,0.9,1.0175,0.25,0.5,10.1,5.0,15.2
20031202,12,3,0.81,1.0206,0.68,3.6,14.1,10.0,18.2
20031203,12,2,0.81,1.0197,0.83,7.5,13.5,7.8,19.2
20031204,12,5,0.77,1.0211,0.54,2.5,15.0,10.0,20.0
20031205,12,5,0.93,1.0236,0.6,4.3,15.6,11.2,20.0
20031206,12,5,0.97,1.0176,0.45,3.2,13.1,9.6,16.6
20031207,12,5,0.93,1.0127,0.24,1.1,7.6,3.4,11.8
20031208,12,2,0.55,1.0164,0.92,7.1,5.6,3.0,8.2
20031209,12,7,0.83,1.0144,0.15,1.0,5.5,3.0,8.0
20031210,12,7,0.78,1.0148,0.19,0.0,10.3,6.6,14.0
20031211,12,7,0.87,1.017,0.35,0.7,11.5,7.4,15.6
20031212,12,4,0.88,1.0161,0.73,4.7,12.7,9.6,15.8
20031213,12,1,0.85,1.0186,0.82,8.0,11.2,7.0,15.4
20031214,12,6,0.93,1.0113,0.27,0.8,8.9,4.6,13.2
20031215,12,0,0.71,1.0061,0.84,8.2,9.1,5.0,13.2
20031216,12,1,0.5,1.0157,0.87,8.2,5.6,2.0,9.2
20031217,12,2,0.46,1.0269,0.84,7.0,3.8,-2.2,9.8
20031218,12,3,0.72,1.0288,0.67,5.1,6.1,1.0,11.2
20031219,12,5,0.81,1.0256,0.63,3.8,6.7,1.6,11.8
20031220,12,3,0.76,1.025,0.69,6.0,8.0,4.0,12.0
20031221,12,6,0.96,1.02,0.12,0.0,7.0,2.0,12.0
20031222,12,5,0.74,1.0062,0.55,4.5,8.6,4.2,13.0
20031223,12,5,0.63,1.0047,0.28,1.4,4.6,3.0,6.2
20031224,12,3,0.52,1.0132,0.68,5.2,5.0,2.0,8.0
20031225,12,0,0.72,1.0199,0.83,8.1,4.1,0.0,8.2
20031226,12,0,0.79,1.0214,0.82,8.1,4.1,-1.2,9.4
20031227,12,4,0.86,1.0203,0.65,6.0,5.4,-0.8,11.6
20031228,12,7,0.84,1.0134,0.33,1.0,9.6,7.8,11.4
20031229,12,8,0.94,1.0076,0.09,0.0,10.0,9.0,11.0
20031230,12,7,0.96,1.0069,0.15,0.3,8.2,6.4,10.0
20031231,12,6,0.93,1.0061,0.12,0.2,6.8,4.6,9.0
20040101,1,4,0.9,1.0062,0.63,4.4,6.8,2.6,11.0
20040102,1,5,0.98,1.0017,0.17,0.0,3.4,0.8,6.0
20040103,1,1,0.78,1.0033,0.89,7.8,5.7,1.0,10.4
20040104,1,2,0.78,1.0095,0.87,7.4,3.3,-0.4,7.0
20040105,1,0,0.82,1.0168,0.93,8.2,2.8,-2.6,8.2
20040106,1,2,0.84,1.0217,0.87,7.4,2.9,-2.4,8.2
20040107,1,6,0.92,1.0218,0.33,1.0,4.0,-0.2,8.2
20040108,1,7,0.96,1.0186,0.17,0.0,7.0,5.2,8.8
20040109,1,6,0.97,1.0126,0.17,0.0,7.0,5.0,9.0
20040110,1,4,0.93,1.0107,0.61,3.8,6.1,2.4,9.8
20040111,1,2,0.68,1.0199,0.97,8.4,5.5,0.0,11.0
20040112,1,7,0.86,1.017,0.18,0.0,8.1,4.2,12.0
20040113,1,6,0.91,1.0095,0.45,2.0,11.0,8.4,13.6
20040114,1,7,0.95,1.0049,0.18,0.0,11.3,8.6,14.0
20040115,1,3,0.62,1.0051,0.93,7.5,7.4,2.2,12.6
20040116,1,4,0.76,1.0161,0.38,1.2,4.9,-0.6,10.4
20040117,1,6,0.87,1.0121,0.35,1.0,9.8,8.0,11.6
20040118,1,6,0.95,1.0063,0.36,1.0,10.4,8.0,12.8
20040119,1,7,0.95,1.0097,0.4,1.3,7.6,5.6,9.6
20040120,1,7,0.9,1.0083,0.41,1.4,8.1,6.0,10.2
20040121,1,2,0.73,1.0047,1.0,7.9,7.0,3.6,10.4
20040122,1,0,0.41,1.0134,1.05,8.5,2.5,-1.0,6.0
20040123,1,4,0.8,1.0167,0.2,0.0,-0.7,-3.2,1.8
20040124,1,1,0.58,1.0151,1.1,8.9,0.9,-3.4,5.2
20040125,1,5,0.71,1.0119,0.31,0.5,0.5,-4.0,5.0
20040126,1,5,0.84,1.0109,0.35,0.8,2.1,-3.4,7.6
20040127,1,7,0.92,1.0013,0.34,0.7,7.6,5.8,9.4
20040128,1,7,0.86,0.9979,0.58,2.6,5.9,3.0,8.8
20040129,1,4,0.88,1.002,0.84,5.2,4.1,-0.2,8.4
20040130,1,2,0.58,1.0165,1.14,8.7,3.8,0.0,7.6
20040131,1,1,0.67,1.0305,1.12,8.3,2.7,-3.8,9.2
20040201,2,4,0.81,1.0302,0.59,2.5,5.2,0.0,10.4
20040202,2,3,0.86,1.031,1.15,8.5,5.8,0.0,11.6
20040203,2,3,0.87,1.0313,1.09,8.4,7.4,2.4,12.4
20040204,2,3,0.87,1.0333,1.18,8.3,8.4,2.8,14.0
20040205,2,3,0.9,1.0335,0.94,5.2,6.7,2.2,11.2
20040206,2,3,0.87,1.0319,0.62,1.4,6.7,1.8,11.6
20040207,2,6,0.9,1.0266,0.25,0.0,7.3,3.8,10.8
20040208,2,5,0.85,1.0206,1.23,8.4,10.7,7.8,13.6
20040209,2,2,0.74,1.0202,1.31,8.7,8.5,3.0,14.0
20040210,2,2,0.71,1.0275,0.87,6.2,7.5,2.4,12.6
